loan_amnt,emp_length,annual_inc,verification_status,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,term,int_rate,grade,sub_grade,home_ownership,purpose,addr_state,initial_list_status,application_type,policy_code,loan_amnt_norm,emp_length_norm,dti_norm,revol_util_norm,int_rate_norm,delinq_ratio,inq_ratio,revol_bal_norm,credit_history_strength,default
21802.998420560903,6.669274474586807,51867.79301511153,Not Verified,30.13982245922234,4,0,87.41472802966624,14.608173343982234,20,9,85927.89585833614,47.56663042772341,42,9,0,36 months,28.422343929941977,F,F4,OTHER,credit_card,IL,f,Joint App,1,0.420357164882814,0.6669274474586807,0.30139822459222343,0.4756663042772341,0.2842234392994198,0.09302325581395349,0.0,1.65667152703608,24.334637237293403,0
5742.791262169422,4.353963233997514,25133.604470956685,Verified,28.63150785385177,6,2,34.75758694446548,42.037280908728206,6,2,17107.43959851708,41.543305810685325,6,2,2,60 months,18.490930247966915,F,D4,OWN,credit_card,TX,f,Individual,1,0.2284905560921652,0.43539632339975143,0.2863150785385177,0.41543305810685327,0.18490930247966916,0.8571428571428571,0.2857142857142857,0.6806600150919739,5.1769816169987575,0
10932.918050197417,9.531201143941377,183674.74635308888,Not Verified,6.1398800730282055,8,0,7.238830214123637,28.280701586495184,16,9,8471.946532761644,69.2706817783454,23,3,2,60 months,26.40535523133131,F,G1,OTHER,other,CA,w,Individual,1,0.059523251112487824,0.9531201143941377,0.061398800730282053,0.6927068177834541,0.2640535523133131,0.3333333333333333,0.0,0.04612472155794089,16.265600571970687,0
13456.302671985517,7.192452005758319,21480.163650000475,Verified,2.3563464426266423,0,1,79.8937185242959,69.99418952562678,7,4,3956.878352180615,96.30833602450649,38,6,2,36 months,9.199888872510481,D,F4,MORTGAGE,credit_card,NY,w,Individual,1,0.6264525210907887,0.7192452005758319,0.023563464426266424,0.9630833602450649,0.09199888872510481,0.0,0.02564102564102564,0.18421081033898581,22.59622600287916,0
16506.37946337922,9.301652028625501,152494.78598067537,Not Verified,23.14871421759474,4,3,55.50248552032346,0.549194983956669,2,2,3181.8737808954834,28.84128744051644,31,1,3,60 months,11.823396980303192,D,E1,OTHER,major_purchase,IL,f,Individual,1,0.1082422546923733,0.9301652028625501,0.2314871421759474,0.2884128744051644,0.11823396980303193,0.125,0.09375,0.02086545950035761,20.15082601431275,0
27695.982687362462,5.2758797327216564,47386.619645512976,Verified,25.42955328106934,2,2,44.940094714206694,10.637594342233324,6,8,84206.91733781317,95.53265039086199,22,5,2,60 months,9.854275739435316,C,G5,MORTGAGE,debt_consolidation,NY,w,Individual,1,0.584468419451502,0.5275879732721657,0.2542955328106934,0.9553265039086198,0.09854275739435316,0.08695652173913043,0.08695652173913043,1.777018870891051,13.637939866360828,0
7788.908593384231,2.589042747931396,184201.331959928,Not Verified,5.4119855005133966,2,5,18.333304689592754,91.86488090479484,26,8,72761.49404789571,82.76996320969226,49,0,2,60 months,21.335544593446006,B,G3,RENT,credit_card,PA,w,Joint App,2,0.042284757175798625,0.2589042747931396,0.054119855005133964,0.8276996320969227,0.21335544593446007,0.04,0.1,0.3950106835477421,25.794521373965697,0
18483.970906062794,0.5282668636472199,180703.26912617945,Verified,18.944772841632613,1,4,9.285273170458453,43.33333273211415,9,5,20229.833490693618,81.047791187182,18,9,4,60 months,8.519035063647511,G,E1,MORTGAGE,credit_card,TX,w,Individual,2,0.10228907863950161,0.052826686364721986,0.18944772841632612,0.81047791187182,0.0851903506364751,0.05263157894736842,0.21052631578947367,0.11195056729476076,9.264133431823609,0
21142.095341309443,7.260848514838505,137702.20634646632,Verified,12.233261164736518,5,4,27.873555962455367,17.618197467484066,26,2,91711.75298161458,7.307594960728025,47,2,4,36 months,24.81306378483132,E,B5,MORTGAGE,home_improvement,OH,w,Individual,2,0.15353490624627153,0.7260848514838505,0.12233261164736518,0.07307594960728026,0.2481306378483132,0.10416666666666667,0.08333333333333333,0.666015130874975,27.130424257419254,0
2579.3140324799224,1.2130299800553412,141002.14696410892,Source Verified,37.252225825475506,5,9,71.8904263347552,79.32264368690369,18,4,13533.981400838924,94.05834526414702,2,6,4,36 months,11.260907279104972,D,A4,MORTGAGE,credit_card,MI,f,Joint App,1,0.018292728784735937,0.12130299800553412,0.37252225825475505,0.9405834526414703,0.11260907279104972,1.6666666666666667,3.0,0.09598422217133971,1.6065149900276707,1
21656.524964648903,3.027751282719672,20961.045554543936,Not Verified,8.767992135576183,2,6,41.17709286401636,85.15926000764415,24,7,37416.27367468945,83.89278464496849,24,4,2,36 months,11.386886549487407,F,C2,OTHER,small_business,MI,f,Individual,1,1.033179614456503,0.3027751282719672,0.08767992135576183,0.8389278464496849,0.11386886549487407,0.08,0.24,1.7850385171544245,13.513875641359835,0
6797.820205367912,5.324709078838974,197276.88190044838,Verified,29.330429036131985,0,6,57.02275873856214,21.121401350190006,14,8,45210.83047698437,68.45831244226117,24,7,2,36 months,12.028032409774296,E,B5,MORTGAGE,credit_card,NC,w,Joint App,1,0.034458270730365094,0.5324709078838974,0.29330429036131983,0.6845831244226117,0.12028032409774296,0.0,0.24,0.2291744985091515,14.662354539419487,0
3211.7541614995034,5.644165877797477,178009.8686436466,Not Verified,20.725356533773503,6,8,8.204555366298083,71.35999924047854,25,2,7589.575172446605,12.7859238935362,5,6,4,36 months,23.659702386250377,C,A3,MORTGAGE,small_business,CA,w,Joint App,1,0.01804256239258865,0.5644165877797477,0.20725356533773504,0.127859238935362,0.23659702386250378,1.0,1.3333333333333333,0.04263569896588139,5.322082938898738,1
33262.10826661333,6.005831969871361,181119.12063141656,Verified,0.4608404810417355,1,7,12.324304352941995,61.513569116694825,14,4,34747.42018620558,42.00372592789803,32,6,0,36 months,28.105398790241722,A,B3,MORTGAGE,other,TX,f,Individual,2,0.18364769081616086,0.600583196987136,0.004608404810417355,0.42003725927898033,0.2810539879024172,0.030303030303030304,0.21212121212121213,0.1918484369020195,19.00291598493568,0
33831.489124535015,1.6625533034970064,138664.01666915696,Source Verified,20.67994332850471,7,2,1.1305830893589386,74.5056711324755,4,1,10188.069685269307,84.02282558631246,32,0,0,60 months,27.687750354011925,A,A5,MORTGAGE,major_purchase,MI,w,Joint App,1,0.2439817476602793,0.16625533034970064,0.2067994332850471,0.8402282558631247,0.27687750354011925,0.21212121212121213,0.06060606060606061,0.07347306049540854,16.831276651748503,1
28485.509835959678,3.7973740482164873,82061.64715781657,Source Verified,3.9788859967800594,2,1,67.32844505490651,78.78984192399298,2,1,78977.43907533187,43.753137658392575,14,0,1,60 months,7.5313555252681255,F,E2,MORTGAGE,other,FL,w,Individual,1,0.34712330086645554,0.37973740482164875,0.03978885996780059,0.43753137658392577,0.07531355525268126,0.13333333333333333,0.06666666666666667,0.9624159617884186,8.898687024108243,0
11356.868151894603,6.171942271169667,180856.75683628654,Source Verified,26.362487833012466,0,0,26.445452248842006,66.0935856393261,2,1,4682.810871094256,43.645516854304354,19,5,3,36 months,11.560922582716946,F,G5,OWN,major_purchase,PA,f,Individual,2,0.06279482365248294,0.6171942271169667,0.26362487833012466,0.43645516854304356,0.11560922582716947,0.0,0.0,0.025892374457058224,12.585971135584833,0
4320.8518762170515,9.698188646337847,72473.04706721462,Source Verified,22.62094121526289,9,9,96.69265858331619,95.62169584605282,28,5,1713.6570088211345,27.012580788418205,42,7,3,60 months,21.804549148081964,D,E3,RENT,debt_consolidation,TX,f,Joint App,1,0.059620121563395946,0.9698188646337847,0.22620941215262888,0.27012580788418206,0.21804549148081964,0.20930232558139536,0.20930232558139536,0.02364543893444711,25.849094323168924,0
24263.922901413334,7.276311376996887,121288.07780159652,Verified,0.4170890933389826,8,5,30.84558103271955,86.42263592383188,3,2,73249.86832861841,5.118825093101787,41,2,1,60 months,20.46376601894457,G,A4,MORTGAGE,home_improvement,FL,f,Individual,1,0.2000520029767835,0.7276311376996887,0.0041708909333898255,0.05118825093101787,0.20463766018944568,0.19047619047619047,0.11904761904761904,0.6039329640332896,24.138155688498443,0
15965.184787146445,9.226037570939578,37951.57502189883,Not Verified,8.187713183319252,4,3,36.361803886601116,22.897148783803512,14,9,78084.83163017246,51.30038130362593,31,7,4,60 months,13.750726622639164,C,D1,RENT,debt_consolidation,MI,w,Joint App,1,0.42067252223219215,0.9226037570939578,0.08187713183319252,0.5130038130362593,0.13750726622639164,0.125,0.09375,2.0574859300336263,20.11301878546979,0
5149.29998472248,7.62212058314177,185952.01342389503,Source Verified,31.049002114880906,0,2,46.94898314477096,91.35657962723019,15,4,49563.00126262707,77.44694935508842,23,7,4,36 months,26.571083085366297,G,E2,OTHER,credit_card,IL,f,Joint App,1,0.027691552728628804,0.762212058314177,0.3104900211488091,0.7744694935508842,0.265710830853663,0.0,0.08333333333333333,0.26653651310375204,15.311060291570886,0
17836.014943783186,5.917169688924004,45338.682398818404,Source Verified,11.030904572080846,9,1,31.91407487921929,35.959730110645914,4,7,31787.258906358897,14.607135507083202,2,0,2,36 months,8.261656877963398,C,E1,MORTGAGE,major_purchase,FL,w,Joint App,1,0.39339508781684446,0.5917169688924004,0.11030904572080846,0.14607135507083202,0.08261656877963398,3.0,0.3333333333333333,0.701106808238153,3.958584844462002,1
2169.209717917425,1.9202336913634455,60481.42503147331,Source Verified,19.971336046522126,5,1,81.74432218771624,72.654185136988,20,4,23645.312918516058,89.3777567256062,3,4,3,60 months,20.97579695213032,E,F2,OTHER,small_business,TX,f,Individual,2,0.035865717727196614,0.19202336913634455,0.19971336046522126,0.893777567256062,0.2097579695213032,1.25,0.25,0.39095165013409516,2.4601168456817226,1
31916.89367067859,6.6668565189251305,120464.1484630787,Not Verified,12.47994457636735,9,3,87.62068099979827,84.80103167764177,7,1,11702.789982693652,55.52839850522483,43,8,2,36 months,11.827111892284279,G,B3,OWN,debt_consolidation,OH,w,Joint App,2,0.2649493154426843,0.666685651892513,0.1247994457636735,0.5552839850522483,0.11827111892284278,0.20454545454545456,0.06818181818181818,0.09714749269389858,24.833428259462565,0
9798.519374400576,6.233795659599071,157536.7400383367,Verified,36.8610742559016,2,0,1.1036079208309513,43.63704265143349,9,5,48423.016939790774,81.22988806239427,5,9,2,60 months,18.17936555129328,D,B2,OTHER,major_purchase,GA,w,Joint App,2,0.062198312419160746,0.6233795659599071,0.368610742559016,0.8122988806239426,0.1817936555129328,0.3333333333333333,0.0,0.3073760249704735,5.616897829799536,0
23525.75766803539,6.024691704572664,131483.2350685338,Verified,21.463080711337366,3,5,65.46616285613827,5.150854646238356,21,1,49108.913195649584,66.70398726285937,18,9,3,60 months,14.687164261229611,A,G4,OTHER,small_business,NY,w,Joint App,1,0.17892591139678693,0.6024691704572664,0.21463080711337365,0.6670398726285938,0.14687164261229613,0.15789473684210525,0.2631578947368421,0.3734994288059025,12.012345852286332,0
11598.176587039972,4.8978586798824075,61784.10430402811,Verified,27.846940594240834,7,9,68.60882798989822,94.96614344916325,20,7,45596.07512032565,13.494562346791028,25,2,4,36 months,29.49337748569065,C,F5,OTHER,small_business,MI,f,Joint App,2,0.18772104439626572,0.48978586798824075,0.2784694059424083,0.13494562346791028,0.2949337748569065,0.2692307692307692,0.34615384615384615,0.7379903882065819,14.948929339941204,0
18682.312720045567,5.286566039892756,20169.74765494826,Verified,3.339044187884319,4,4,96.14248765980811,7.248005282435932,1,1,77826.25988482859,90.65922166452141,47,8,0,60 months,17.16730684436493,F,E5,MORTGAGE,credit_card,PA,f,Individual,2,0.9262541624045664,0.5286566039892756,0.03339044187884319,0.906592216645214,0.1716730684436493,0.08333333333333333,0.08333333333333333,3.858563885688248,26.143283019946377,0
19588.149497671508,3.3444252711810405,156287.10445533905,Not Verified,1.6134395013100855,5,9,37.03991972679867,34.8109591164924,13,6,9977.686022558451,71.81497528442793,24,8,4,36 months,29.402334819734907,C,C5,OTHER,debt_consolidation,NC,f,Joint App,2,0.12533439381282452,0.33444252711810407,0.016134395013100856,0.7181497528442793,0.2940233481973491,0.2,0.36,0.06384203007235122,13.67221263559052,0
7285.05148786792,5.193126926423032,197337.31866399688,Not Verified,10.369127802685236,9,8,19.527996834769212,59.64472977716597,4,3,67001.00239998776,3.5578989727831023,24,0,4,36 months,11.37552291775918,A,F3,OWN,other,CA,w,Joint App,2,0.03691674507989065,0.5193126926423032,0.10369127802685237,0.03557898972783102,0.1137552291775918,0.36,0.32,0.3395252497276975,14.596563463211517,0
33965.877343994995,1.9755590567847825,165784.36165509626,Not Verified,12.365371690146162,3,1,52.05810695421839,11.753670763743306,6,3,40156.73228999893,58.004423872876885,9,1,2,60 months,24.198523307038556,E,B4,MORTGAGE,small_business,GA,w,Individual,1,0.20487986324463356,0.19755590567847825,0.12365371690146162,0.5800442387287689,0.24198523307038555,0.3,0.1,0.24222267944392992,5.487779528392391,0
27354.515994277896,8.051743973603768,102837.19126819076,Source Verified,27.507221647196076,5,8,44.755568457839004,83.8206326589268,10,7,24094.98865244526,48.01262065756765,37,2,2,60 months,22.926453129807733,E,A5,MORTGAGE,major_purchase,PA,w,Joint App,1,0.26599827996993436,0.8051743973603769,0.2750722164719608,0.4801262065756765,0.22926453129807733,0.13157894736842105,0.21052631578947367,0.23430228262076463,22.525871986801885,0
32942.96401318243,1.857769546987078,182678.10705183918,Not Verified,22.76522010849765,2,8,79.17314656040575,20.34221557764484,2,3,68159.4111878474,85.91540762412417,19,3,2,36 months,26.191132186552526,E,E2,RENT,debt_consolidation,FL,f,Joint App,2,0.1803333992498296,0.1857769546987078,0.22765220108497652,0.8591540762412417,0.26191132186552524,0.1,0.4,0.37311209475422025,10.42888477349354,0
31424.12991454006,0.8496628988946642,93772.58116130301,Verified,14.98318427739941,9,9,90.39754412355404,98.60036633090775,29,7,19767.78988620178,12.278491174361172,4,4,3,36 months,22.34018659397662,E,C5,OTHER,credit_card,PA,f,Individual,2,0.3351100025761881,0.08496628988946642,0.14983184277399408,0.12278491174361171,0.22340186593976621,1.8,1.8,0.21080564959812925,2.424831449447332,1
21328.599279576894,4.362460263571574,114488.13516382416,Not Verified,26.164699367120434,0,8,8.670802763642993,91.64334405650841,11,8,23091.699358259575,59.08440459065511,41,4,3,60 months,22.05897745301356,D,G5,OTHER,credit_card,MI,f,Individual,2,0.18629528072107407,0.43624602635715737,0.26164699367120436,0.5908440459065512,0.22058977453013562,0.0,0.19047619047619047,0.20169513046235787,22.68123013178579,0
32343.723990785973,6.583074395060619,105883.35813122298,Source Verified,6.542629893451486,5,9,84.65794786489087,60.455608721786334,13,7,99854.56537471847,31.02800398272072,43,9,1,36 months,21.517693931965425,E,F2,MORTGAGE,major_purchase,NC,f,Joint App,2,0.30546560443145243,0.6583074395060619,0.06542629893451486,0.3102800398272072,0.21517693931965426,0.11363636363636363,0.20454545454545456,0.9430619422833858,24.79153719753031,0
4008.745069765263,4.377168249335414,100572.29707979449,Verified,2.539587792588236,0,9,90.89708782214917,66.00100892873799,22,3,88866.87260967617,24.561886699319125,49,4,2,60 months,29.626289301910546,E,D2,MORTGAGE,other,IL,w,Individual,2,0.03985933687668193,0.43771682493354136,0.02539587792588236,0.24561886699319124,0.29626289301910547,0.0,0.18,0.8836118413320998,26.688584124667706,0
7663.417322250937,2.767541319513086,159534.33847290304,Not Verified,34.18020369272802,9,3,92.41358782643574,53.360646800867364,28,4,69713.91184065708,2.253535038841681,34,2,3,60 months,10.702444401946613,G,D4,OTHER,small_business,IL,w,Joint App,2,0.04803616196742854,0.2767541319513086,0.34180203692728023,0.022535350388416808,0.10702444401946613,0.2571428571428571,0.08571428571428572,0.4369837397263412,18.383770659756543,0
2537.7278229582944,5.581711838904408,114818.40330850855,Verified,22.557845130755105,2,4,76.43098588512048,39.110396863283256,0,5,31576.275787026432,33.22283638499698,4,5,1,36 months,5.752842121485298,G,D3,OWN,credit_card,TX,w,Joint App,1,0.022102099923298948,0.5581711838904407,0.22557845130755105,0.3322283638499698,0.05752842121485298,0.4,0.8,0.27501058085769853,4.790855919452204,0
12061.231245950987,3.4700233541219996,77009.0819645389,Verified,25.96381094549685,7,7,74.2082560904078,35.17080970739177,28,8,53671.834911198304,39.60958826519993,34,3,2,60 months,21.949271610847937,D,B5,RENT,credit_card,NC,f,Individual,2,0.1566208937733466,0.34700233541219994,0.2596381094549685,0.3960958826519993,0.21949271610847937,0.2,0.2,0.6969546129106315,18.735011677061,0
14215.027849442387,9.32867690126633,66468.4701785261,Not Verified,12.289690029982964,6,7,1.4896775002422924,89.16549067402622,21,4,12661.579518114673,44.778670502109485,2,8,2,36 months,9.30844424963899,C,A2,OTHER,small_business,TX,w,Individual,1,0.21386121587066137,0.9328676901266331,0.12289690029982964,0.44778670502109486,0.0930844424963899,2.0,2.3333333333333335,0.19049000953545697,5.664338450633165,1
10225.86708031246,9.22645139603572,26794.51705413801,Not Verified,14.878198309507988,7,0,92.01916224898284,57.66197261137679,15,1,33395.15191495839,73.47216703536442,40,1,0,60 months,21.984598254024295,B,A2,MORTGAGE,small_business,IL,w,Joint App,2,0.3816402833330123,0.9226451396035721,0.1487819830950799,0.7347216703536442,0.21984598254024296,0.17073170731707318,0.0,1.2463427442071031,24.61322569801786,0
29177.075311165598,5.023718199720955,124975.12913894828,Source Verified,3.294697886119029,9,9,35.15052138087766,82.32937322133719,14,6,6797.053618955284,40.35424312194119,31,0,3,60 months,12.992135270742512,E,F2,RENT,small_business,CA,w,Individual,1,0.23346305390672017,0.5023718199720955,0.03294697886119029,0.40354243121941186,0.1299213527074251,0.28125,0.28125,0.05438725021358665,18.011859099860477,0
13129.613107582036,3.278839940182585,61393.05477218616,Not Verified,34.279527512070935,9,0,4.1121896617392295,51.40710438727184,0,5,61031.83314259706,19.523988130013592,35,6,1,60 months,6.083792935162197,G,D1,RENT,home_improvement,MI,f,Individual,2,0.21386153786128828,0.3278839940182585,0.34279527512070934,0.19523988130013592,0.060837929351621974,0.25,0.0,0.9941162460325602,19.139419970091293,0
10551.773329370946,7.371324139566391,46664.10596294896,Not Verified,23.697578003157393,1,9,41.29793101065179,30.70249222420519,22,2,85749.5741702698,39.81462342279129,29,8,2,60 months,24.244199805602012,B,G2,OTHER,home_improvement,OH,w,Individual,1,0.22612183629423854,0.7371324139566391,0.23697578003157393,0.39814623422791295,0.24244199805602012,0.03333333333333333,0.3,1.8375917078183064,18.185662069783195,0
19451.666827380446,0.3671294348306664,137689.393488982,Not Verified,3.3451065271976255,9,5,73.28526332705493,9.175947662971984,21,7,80955.13010969342,6.956500588690096,48,9,3,60 months,6.2912043709706085,F,F1,MORTGAGE,small_business,GA,f,Joint App,1,0.14127207865823727,0.03671294348306664,0.033451065271976256,0.06956500588690095,0.06291204370970609,0.1836734693877551,0.10204081632653061,0.5879547295425592,24.183564717415333,0
5791.42364914193,4.747690060436512,142617.6664078788,Verified,32.181183989000026,6,6,44.195520162509624,32.369680300831725,12,2,85608.1269047497,97.20742292468363,38,8,1,36 months,10.603457890875575,A,G2,MORTGAGE,small_business,GA,w,Individual,1,0.04060803822563448,0.47476900604365124,0.3218118398900003,0.9720742292468363,0.10603457890875574,0.15384615384615385,0.15384615384615385,0.6002631305150871,21.373845030218256,0
